"ID","Drone","Day","Mo","Year","City_original","State","Country","Location.new","Geocluster","Latitude","Longitude","Collector","Varroa","Other_obs","Weather","Beekeeper","PRCP","TMAX","TMIN"
"333018","",26,8,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK",NA,"I.D. 4I",NA,NA,0,93,73
"333021","",25,10,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"RUBINK, ROY",NA,"I.D.ARS 6* TUBE 4",NA,NA,NA,80,58
"332024","",28,10,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"WLR, RM",NA,NA,NA,NA,NA,76,56
"334004","",NA,NA,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,32.33,80.1,61.5
"334009","",NA,NA,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,32.33,80.1,61.5
"338504","",NA,NA,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,32.33,80.1,61.5
"338505","",NA,NA,1994,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,32.33,80.1,61.5
"333027","",6,3,1995,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"YES","I.D.4 varroa PRESENT>8 MITES IN 200 BEE SAMPLE. 133, 2ND COUNT. 142 MITES/10 SQUARES OF 13/12 TOTAL SQUARES = 156.142= 2200 MITES/COLONY. IST COUNT. 2 APISTAN, STRIPS, PLACED ON MARCH 6TH. STICKY BOARD PLACED MARCH 6TH, REMOVED MARCH 18TH'",NA,NA,1.5,77,61
"333031","",6,3,1995,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"I.D.11 STRONG-ACTS AHB -FOLLOWS LONG DISTANCE RUNS ON COMB, BOILS OUT.",NA,NA,1.5,77,61
"333026","",NA,NA,1995,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,35.52,80.1,60.7
"334183","",NA,NA,1995,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,"YES","NEW SORTING: VARROA DETECTED",NA,NA,35.52,80.1,60.7
"332043","",24,6,1996,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"ART, MARTIN, ROY","YES","BURRITO-BAGGIE varroa PRESENT IN FIELD CHECK.",NA,NA,0.26,86,78
"7285","",30,9,1992,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"JHZM",NA,"PESO:1.0 KG. NO HAY ZANGANOS. MUCHO MIEL NO HAY POLEN.","DESPEJADO CON FRIO","MEXICAN TRANSECT",0,78,48
"7286","",30,9,1992,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"JHZM",NA,"PESO:0.95 KG. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,78,48
"7287","",30,9,1992,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"JHZM",NA,"PESO:0.650 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,78,48
"7288","",30,9,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.25 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,84,59
"7289","",30,9,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.55 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,84,59
"7290","",30,9,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:0.8 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,84,59
"332045","",24,6,1996,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"ART, MARTIN, ROY","YES","BURRITO-BAGGIE varroa PRESENT IN FIELD CHECK.",NA,NA,0.26,86,78
"333037","",25,6,1996,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,"COLONY I.D.4 COLONY HAS FOUR FRAMES OF BROOD",NA,NA,2.22,91,75
"332046","",16,9,1996,"WELDER- SINTON","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"ART & ROY & STEVE","YES","BURRITO-BAGGIE FEW varroa IN FIELD CHECK.",NA,NA,NA,94,79
"7291","",30,9,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.4 KG. PRESENCIO DE ZANGANOS. NO TIENE MIEL POCO POLEN.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,84,59
"7293_A","",1,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,89,54
"7293_B","",1,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.35 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","DESPEJADO","MEXICAN TRANSECT",0,89,54
"7298","",20,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.2 KG. NO HAY ZANGANOS. TIENE MIEL Y POCO POLEN.","NUBLADO","MEXICAN TRANSECT",0,85,63
"7299","",20,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.05 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","NUBLADO","MEXICAN TRANSECT",0,85,63
"7294","",22,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:2.25 KG. PRESENCIO DE ZANGANOS. POCO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,85,64
"7295","",22,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,85,64
"7296","",22,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1.5 KG. PRESENCIO DE ZANGANOS. THIENE MIEL Y POCO POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,85,64
"7302","",22,10,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.15 KG. NO HAY ZANGANOS. MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",2.53,83,62
"7303","",22,10,1992,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",2.53,83,62
"7297_A","",22,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,85,64
"7297_B","",22,10,1992,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"JHZM",NA,"PESO:1 KG. NO HAY ZANGANOS. POCO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,85,64
"7301_A","",22,10,1992,"VICT- SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.55 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",2.53,83,62
"7301_B","",22,10,1992,"VICT- SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.55 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",2.53,83,62
"7310","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"PESO:1 KG. SIN ZANGANO. TORA 200 GRMS.",NA,"MEXICAN TRANSECT",0,86,NA
"7311","",18,1,1993,"SLM- PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM,JMG",NA,"PESO:1.3 KG. NO HAY ZANGANOS.",NA,"MEXICAN TRANSECT",0,86,NA
"7312","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM,JMG",NA,"PESO:600 GRMS.(200 TORA) SIN ZANGANO.",NA,"MEXICAN TRANSECT",0,86,NA
"7313","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"PESO:900 GRMS. SIN ZANGANO.",NA,"MEXICAN TRANSECT",0,86,NA
"7309_A","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"SIN ZANGANO. MUCHOS PARALES. NO SE PESO.",NA,"MEXICAN TRANSECT",0,86,NA
"7314_A","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"PESO:1.35 KG. SIN ZANGANO.",NA,"MEXICAN TRANSECT",0,86,NA
"7314_B","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"PESO:1.35 KG. SIN ZANGANO.",NA,"MEXICAN TRANSECT",0,86,NA
"7314_C","",18,1,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"WLR,JHZM",NA,"PESO:1.35 KG. SIN ZANGANO.",NA,"MEXICAN TRANSECT",0,86,NA
"7315","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.2 KG. NO HAY ZANGANOS. TIENE MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7316","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:2.05 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7317","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.05 KG. NO HAY ZANGANOS. TIENE POCO MIEL Y MUCHO POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7318","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.7 KG. NO HAY ZANGANOS. MUCHO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7321","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:0.95 KG. NO HAY ZANGANOS. NO TIENE MIEL TIENE POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7322","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:0.95 KG. NO HAY ZANGANOS. TIENE POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7323","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.2 KG.NO HAY ZANGANOS. POCO MIEL Y POLEN.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7324_A","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.15 KG. ALY ZANGANOS. POCO MIEL.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7324_B","",19,1,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"JHZM",NA,"PESO:1.15 KG. ALY ZANGANOS. POCO MIEL.","MEDIO NUBLADO","MEXICAN TRANSECT",0,68,59
"7330","",3,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"PESO 1.650KG POCO MIEL Y POLLEN. MUESTRA EN HIELO.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,83,53
"7331","",3,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"NO HAY ZANGANOS.PESO 800 KG.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,83,53
"7325","",9,3,1993,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,NA,NA,"PESO:1.00 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.","DESPEJADO","MEXICAN TRANSECT",0,82,41
"7327","",9,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"PESO:.750 KG. MIEL Y POLEN. NO HAY ZANGANOS.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,90,54
"7328","",9,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"PESO 750KG POCO MIEL POLLEN","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,90,54
"7329","",9,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"NO HAY ZANGANOS. PESO 800KG. POCO MIEL Y POLLEN.","DESPEJADO CON VIENTO","MEXICAN TRANSECT",0,90,54
"7336","",9,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"MUCHA MIEL Y POLLEN. PESO 2.050 KG.",NA,"MEXICAN TRANSECT",0,90,54
"7326_A","",9,3,1993,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,NA,NA,"PESO:.500 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.","DESPEJADO","MEXICAN TRANSECT",0,82,41
"7326_B","",9,3,1993,"JUAM-VICT","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,NA,NA,"PESO:.500 KG. POCO MIEL Y POLEN. NO HAY ZANGANOS.","DESPEJADO","MEXICAN TRANSECT",0,82,41
"7332","",10,3,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,NA,NA,"POCO MIEL Y POLLEN. NO HAY ZANGANOS. PESO:1.250 KG. TARA:250 GM.","DESPEJADO","MEXICAN TRANSECT",0,NA,47
"7333","",10,3,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,NA,NA,"NO HAY ZANGANOS. POCO MIEL Y POLEN. PESO:1.200 KG. TARA:250 GM.","DESPEJADO","MEXICAN TRANSECT",0,NA,47
"7334","",10,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"POCO MIEL Y POCO POLLEN. NO HAY ZANGANOS. PESO:.800 KG. TARA:250 GM.","DESPEJADO","MEXICAN TRANSECT",0,92,57
"7335","",10,3,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,NA,NA,"POCO MIEL Y POLEN. NO HAY ZANGANOS.PESO:1.200 KG. TARA:250 GM.","DESPEJADO","MEXICAN TRANSECT",0,92,57
"7338","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR",NA,"VARIOS PANALES CAIDOS, PESO DEL ENJAMBRE NO HAY ZANGANOS, 4 PANALES CAIDOS, PESO:750 GRM TARA 400 GRM",NA,"MEXICAN TRANSECT",1.61,87,68
"7339","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"4 PANALES CAIDOS, MIEL Y POLLEN. NO HAY ZANGANOS. 758 G. PESO DEL ENJAMBRE. TARA 400 G.",NA,"MEXICAN TRANSECT",1.61,87,68
"7340","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"MIEL Y POLEN, NO HAY ZANGANOS.PESO 780gms.EL ENJAMBRE. MENOS TARA 400g",NA,"MEXICAN TRANSECT",1.61,87,68
"7341","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"ENJAMBRE NUEVO, PANAL NUEVO Y CHICO, PESO DEL ENJAMBRE 1.600 G. MENOS TARA 400 G.",NA,"MEXICAN TRANSECT",1.61,87,68
"7342","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"PRESENCIA DE ZANGANOS,PANALES CAIDOS.750gms PESO DEL ENJAMBRE MENOS 400gms. DE TARA.",NA,"MEXICAN TRANSECT",1.61,87,68
"7344","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"PRESENCIA DE ZANGANOS, MIEL Y POLEN PRIMERA GENERACION, TOTAL DE PANALES 7, PESO DE ENJAMBRE 1,100 KG. SOLO SE ENCONTRARON 2 ZANGANOS.",NA,"MEXICAN TRANSECT",1.61,87,68
"7345","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"POLEN Y MIEL, NO HAY ZANGANOS, PESO DEL ENJAMBRE 1057 GM. MENOS TARA 400 GM.",NA,"MEXICAN TRANSECT",1.61,87,68
"7346","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"PESO DEL ENJAMBRE 1054 G. MENOS TARA 400 G. MIEL Y POLEN, PRESENCIA DE ZANGANOS.",NA,"MEXICAN TRANSECT",1.61,87,68
"7350","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK",NA,"(750 GMS. +TARA) ZANGANOS PRESENTES.",NA,"MEXICAN TRANSECT",1.61,87,68
"7352","",20,4,1993,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"DR. RUBINK,RAMIREZ.",NA,"880 GMS. MUCHO CRIA POCA MIEL,POLEN. SIN ZANGANOS.",NA,"MEXICAN TRANSECT",1.61,87,68
"7353","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"ZANGANOS PRESENTES.",NA,"MEXICAN TRANSECT",0,91,59
"7355","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"NO SE PESO-MUCHA MIEL",NA,"MEXICAN TRANSECT",0,91,59
"7357","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"750 GMS. W/TARE",NA,"MEXICAN TRANSECT",0,91,59
"7360","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"SIN TORA 250 GMS. 3 CELDAS REALES. MUCHO POLEN, MIEL POCA POSTURA.",NA,"MEXICAN TRANSECT",0,91,59
"7361","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"MUCHA MIEL, POLEN ZANGANOS.",NA,"MEXICAN TRANSECT",0,91,59
"7359_B","",20,4,1993,"SLM-PESCA","TAMAULIPAS","MEXICO","Soto La Marina region","TAM",23.771584,-98.207932,"DR. RUBINK,RAMIREZ.",NA,"1.100 GMS. +TARA. SIN ZANGANO",NA,"MEXICAN TRANSECT",0,91,59
"7362","",21,4,1993,"JAUM-VICTORIA","TAMAULIPAS","MEXICO","Jaumave - Ciudad Victoria","TAM",23.408993,-99.383315,"DR. RUBINK,GALVAN",NA,"PESO 1047gms. MENOS TARA 400gms. AUSENCIA DE ZANGANOS. NO REINA.",NA,"MEXICAN TRANSECT",0,82,60
"7439","",11,4,1995,"VICT-SLM","TAMAULIPAS","MEXICO","Ciudad Victoria region","TAM",23.71975,-99.12989,"WLR,JAMG,BLA","NO","ENJ PEQUEùçO; sin varroa",NA,NA,0,102,62
"332048","",18,9,1996,"WELDER- SINTON","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,"WLR, RM, AC, SS","YES","NEW SWARM ARRIVED SINCE 17/9 ABOUT 10X10 CM COMB WITH POLLEN PRESENT varroa FOUND-DID NOT SAVE BAGGIE",NA,NA,0.05,90,76
"334300","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334301","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334302","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334303","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334304","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334308","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334310","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334320","",NA,NA,1997,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,50.42,79,60.3
"334705","",NA,NA,2001,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,28.61,79.5,64.4
"334706","",NA,NA,2001,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,28.61,79.5,64.4
"334712","",NA,NA,2001,"WELDER","TEXAS","USA","Welder Wildlife Foundation","WEL",28.121016,-97.441969,NA,NA,NA,NA,NA,28.61,79.5,64.4
"6180","",19,5,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"E.A.SUGDEN, A.S.BENSON","YES","SITE: SANTA ANA NWR #3, 2 ETOH,P SAMPLES, varroa, VERY SMALL SWARM,NOT SURE IF -80C SAMPLES TAKEN","30C, 50% CLOUDS, 0MPH WIND","BORDER TRAPLINE",0,87,68
"6182","",19,5,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"E.A.SUGDEN, A.S.BENSON","YES","SITE: SANTA ANA NWR #4, P,H,2 ETOH SAMPLES, varroa","30C, 70% CLOUDS, 5MPH WIND","BORDER TRAPLINE",0,87,68
"6193","",20,5,1992,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"E.A.SUGDEN, A.S.BENSON",NA,"SITE: SANTA ANA NWR #10, 2 ETOH SAMPLES, COMB SAMPLE NOT INDICATED, BUT MAY HAVE BEEN TAKEN","33C, 20% CLOUDS, 5MPH WIND","BORDER TRAPLINE",0,88,70
"6245_A","",15,4,1993,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RG",NA,"20 DRONES IN DRY ICE.",NA,"TEXAS TRANSECT",0,78,55
"6246_A","",15,4,1993,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RG",NA,"12 DRONES IN DRY ICE.",NA,"TEXAS TRANSECT",0,78,55
"6248_B","",15,4,1993,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RG",NA,"11 DRONES IN DRY ICE.",NA,"TEXAS TRANSECT",0,78,55
"6259","",18,5,1993,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,JB",NA,NA,NA,"TEXAS TRANSECT",0,86,67
"6264_A","",26,6,1993,"ALAMO","TEXAS","USA","Alamo","BOR",26.183685,-98.123064,"AC,RG",NA,"3RD GENERATION EGGS LARVAE.","CLOUDY, HOT & HUMID.","TEXAS TRANSECT",0,93,77
"6267","",10,7,1993,"BENTSEN","TEXAS","USA","Bentsen-rio Grande Valley State Park","BOR",26.171791,-98.382926,NA,NA,NA,NA,NA,0,95,76
"6266","",16,7,1993,"BENTSEN","TEXAS","USA","Bentsen-rio Grande Valley State Park","BOR",26.171791,-98.382926,NA,NA,"CHANGED NEW PHERMONES ON ALL OF THE TRAPS",NA,NA,0,96,78
"6268","",NA,7,1993,"BENTSEN PK","TEXAS","USA","Bentsen-rio Grande Valley State Park","BOR",26.171791,-98.382926,NA,NA,NA,NA,NA,0,96.8,76.5
"6272","",11,8,1993,"BENTSEN","TEXAS","USA","Bentsen-rio Grande Valley State Park","BOR",26.171791,-98.382926,NA,"NO","NO varroa QUEEN GIVEN TO REY TAKEN TO LA BRISA",NA,NA,0,98,78
"6275_A","",20,9,1993,"BENTSEN PK","TEXAS","USA","Bentsen-rio Grande Valley State Park","BOR",26.171791,-98.382926,NA,NA,NA,NA,NA,0.13,92,78
